Old URL,New URL,Action,Priority,Clicks,Impressions,CTR%,Position,Content Type,Comment
https://writeralpha.com/gemstone/opalite-crystal,/gemstones/opalite-crystal,UPDATE,MEDIUM,6,12830,0.1,74.4,gem-other,"High impressions (12,830) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/crystals-for-protection,/crystals/crystals-for-protection,KEEP,MEDIUM,6,5799,0.1,78.5,crystals-for,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/hematite-meaning,/gemstones/hematite/meaning,KEEP,MEDIUM,5,7665,0.1,69.9,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/flower-agate-meaning,/gemstones/flower-agate/meaning,KEEP,MEDIUM,5,7422,0.1,65.5,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/business/list-of-handyman-skills,/guides/list-of-handyman-skills,KEEP,MEDIUM,5,6696,0.1,60.2,biz-other,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/crystals-to-sleep-with-under-your-pillow,/learn/crystals-to-sleep-with,KEEP,LOW,5,2458,0.2,62.6,gem-other,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/crackle-quartz-meaning,/gemstones/crackle-quartz/meaning,KEEP,LOW,5,2038,0.2,50.6,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/can-moonstone-go-in-water,/gemstones/moonstone/can-go-in-water,KEEP,LOW,5,1682,0.3,34.9,can-go-in-water,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/moonstone-meaning,/gemstones/moonstone/meaning,KEEP,MEDIUM,4,9980,0.0,75.7,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/druzy-quartz-meaning,/gemstones/druzy-quartz/meaning,KEEP,MEDIUM,4,5991,0.1,67.1,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/blue-sandstone-meaning,/gemstones/blue-sandstone/meaning,KEEP,MEDIUM,4,5604,0.1,54.7,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/what-crystals-can-go-in-water,/learn/what-crystals-can-go-in-water,KEEP,MEDIUM,4,5549,0.1,64.5,can-go-in-water,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/blue-tigers-eye-meaning,/gemstones/blue-tigers-eye/meaning,KEEP,MEDIUM,4,5496,0.1,70.7,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/green-goldstone-meaning,/gemstones/green-goldstone/meaning,KEEP,LOW,4,4911,0.1,68.2,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/strawberry-quartz-meaning,/gemstones/strawberry-quartz/meaning,KEEP,LOW,4,4176,0.1,70.8,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/peach-moonstone-meaning,/gemstones/peach-moonstone/meaning,KEEP,LOW,4,3552,0.1,64.0,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/black-agate,/gemstones/black-agate,KEEP,LOW,4,3092,0.1,70.9,gem-other,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/rainbow-hematite-meaning,/gemstones/rainbow-hematite/meaning,KEEP,LOW,4,1997,0.2,66.4,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/can-aventurine-go-in-water,/gemstones/aventurine/can-go-in-water,KEEP,LOW,4,1685,0.2,29.3,can-go-in-water,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/how-to-know-if-a-chakra-bracelet-is-real,/learn/how-to-know-if-a-chakra-bracelet-is-real,KEEP,LOW,4,1064,0.4,42.5,how-to,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/white-quartz-meaning,/gemstones/white-quartz/meaning,KEEP,LOW,3,4969,0.1,77.0,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/how-to-charge-crystals,/learn/how-to-charge-crystals,KEEP,LOW,3,4101,0.1,82.2,how-to,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/crystals-for-anxiety,/crystals/crystals-for-anxiety,KEEP,LOW,3,3351,0.1,70.6,crystals-for,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/blue-onyx-meaning,/gemstones/blue-onyx/meaning,KEEP,LOW,3,1521,0.2,60.3,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/carnelian-agate,/gemstones/carnelian-agate,KEEP,LOW,3,604,0.5,71.3,gem-other,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/fancy-jasper-meaning,/gemstones/fancy-jasper/meaning,KEEP,LOW,3,602,0.5,68.7,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/black-moonstone-meaning,/gemstones/black-moonstone/meaning,KEEP,LOW,2,3728,0.1,63.7,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/cherry-quartz-meaning,/gemstones/cherry-quartz/meaning,KEEP,LOW,2,3529,0.1,69.9,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/business/how-to-start-a-body-sculpting-business,/start/body-sculpting-business,KEEP,LOW,2,1931,0.1,55.0,biz-other,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/jade-crystal-meaning,/gemstones/jade-crystal/meaning,KEEP,MEDIUM,1,6115,0.0,80.1,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/moss-agate-meaning,/gemstones/moss-agate/meaning,KEEP,LOW,1,3388,0.0,79.5,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/tree-agate-meaning,/gemstones/tree-agate/meaning,KEEP,LOW,1,3117,0.0,66.7,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/indian-agate-meaning,/gemstones/indian-agate/meaning,KEEP,LOW,1,2987,0.0,60.0,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/design/best-design-tools,DELETE,DELETE,LOW,1,1562,0.1,86.8,other,"Off-topic content, doesn't fit gemstone or naming niche"
https://writeralpha.com/gemstone/enhydro-agate,/gemstones/enhydro-agate,KEEP,LOW,1,1215,0.1,59.3,gem-other,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/labradorite-meaning,/gemstones/labradorite/meaning,KEEP,LOW,1,1032,0.1,74.7,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/brazilian-agate,/gemstones/brazilian-agate,KEEP,LOW,1,678,0.1,37.0,gem-other,Retain page. Minor optimization needed.
https://writeralpha.com/business/side-hustles-for-women,/guides/side-hustles-for-women,KEEP,LOW,1,127,0.8,70.1,biz-other,"Low traffic. Keep as-is, optimize when time permits."
https://writeralpha.com/gemstone/black-obsidian-meaning,/gemstones/black-obsidian/meaning,KEEP,LOW,1,94,1.1,14.4,meaning,"Low traffic. Keep as-is, optimize when time permits."
https://writeralpha.com/gemstone/aura-quartz-healing-properties,/gemstones/aura-quartz-healing-properties,KEEP,LOW,1,48,2.1,62.5,gem-other,"Low traffic. Keep as-is, optimize when time permits."
https://writeralpha.com/gemstone/black-onyx-meaning,/gemstones/black-onyx/meaning,KEEP,MEDIUM,0,9616,0.0,86.8,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/11-best-crystals-for-grief,/crystals/11-best-crystals-for-grief,KEEP,LOW,0,3880,0.0,87.5,crystals-for,Retain page. Minor optimization needed.
https://writeralpha.com/business/how-to-start-a-jewelry-business,/start/jewelry-business,KEEP,LOW,0,2508,0.0,79.6,biz-other,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/red-tigers-eye-meaning,/gemstones/red-tigers-eye/meaning,KEEP,LOW,0,2387,0.0,75.3,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/green-opal-meaning,/gemstones/green-opal/meaning,KEEP,LOW,0,1716,0.0,71.1,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/black-tourmaline-meaning,/gemstones/black-tourmaline/meaning,KEEP,LOW,0,1571,0.0,73.1,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/caribbean-calcite-meaning,/gemstones/caribbean-calcite/meaning,KEEP,LOW,0,1435,0.0,70.0,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/twitter-threads/best-blockchain-domain-names,DELETE,DELETE,LOW,0,953,0.0,48.3,other,"Off-topic content, doesn't fit gemstone or naming niche"
https://writeralpha.com/gemstone/best-crystals-for-sleep-enhance-sleep-quality-naturally,/crystals/best-crystals-for-sleep-enhance-sleep-quality-naturally,KEEP,LOW,0,800,0.0,53.9,crystals-for,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/how-to-cleanse-crystals,/learn/how-to-cleanse-crystals,KEEP,LOW,0,607,0.0,72.5,how-to,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/smoky-quartz-meaning,/gemstones/smoky-quartz/meaning,KEEP,LOW,0,268,0.0,71.2,meaning,"Low traffic. Keep as-is, optimize when time permits."
https://writeralpha.com/gemstone/amethyst-meaning,/gemstones/amethyst/meaning,KEEP,LOW,0,203,0.0,79.2,meaning,"Low traffic. Keep as-is, optimize when time permits."
https://writeralpha.com/gemstone/how-to-tell-if-black-tourmaline-is-real,/learn/how-to-tell-if-black-tourmaline-is-real,KEEP,LOW,0,156,0.0,19.9,how-to,"Low traffic. Keep as-is, optimize when time permits."
https://writeralpha.com/twitter-threads/email-newsletter,DELETE,DELETE,LOW,0,120,0.0,38.9,other,"Off-topic content, doesn't fit gemstone or naming niche"
https://writeralpha.com/gemstone/how-to-tell-if-black-tourmaline-is-real?utm_source=rss&utm_medium=rss&utm_campaign=how-to-tell-if-black-tourmaline-is-real,/learn/how-to-tell-if-black-tourmaline-is-real?utm_source=rss&utm_medium=rss&utm_campaign=how-to-tell-if-black-tourmaline-is-real,KEEP,LOW,0,78,0.0,38.8,how-to,"Low traffic. Keep as-is, optimize when time permits."
https://writeralpha.com/twitter-threads/marketing-mindset,DELETE,DELETE,LOW,0,75,0.0,27.8,other,"Off-topic content, doesn't fit gemstone or naming niche"
https://writeralpha.com/business/tarot-business-names,/business-names/tarot,KEEP,LOW,0,56,0.0,12.9,business-names,"Low traffic. Keep as-is, optimize when time permits."
