source_page_id,source_url,destination_url,relationship,anchor,current_or_proposed,reason
P-0178,/gemstones/malachite/meaning,/gemstones/malachite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0178,/gemstones/malachite/meaning,/gemstones/malachite/combinations,sibling,(writer chooses descriptive anchor),proposed,pairing follows meaning
P-0178,/gemstones/malachite/meaning,/gemstones/malachite/affirmations,sibling,(writer chooses descriptive anchor),proposed,using the stone intentionally
P-0178,/gemstones/malachite/meaning,/gemstones/malachite/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,cautions before adopting the stone
P-0178,/gemstones/malachite/meaning,/learn/gemstone-vs-crystal-vs-mineral,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0178,/gemstones/malachite/meaning,/crystals/crystals-for-self-love,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0178,/gemstones/malachite/meaning,/crystals/crystals-for-protection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0178,/gemstones/malachite/meaning,/gemstones/zodiac/capricorn,taxonomy,(writer chooses descriptive anchor),proposed,zodiac filter page
P-0179,/gemstones/malachite/how-to-identify,/gemstones/malachite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0179,/gemstones/malachite/how-to-identify,/gemstones/malachite/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0179,/gemstones/malachite/how-to-identify,/gemstones/malachite/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0179,/gemstones/malachite/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0179,/gemstones/malachite/how-to-identify,/crystals/crystals-for-self-love,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0179,/gemstones/malachite/how-to-identify,/crystals/crystals-for-protection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0179,/gemstones/malachite/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0180,/gemstones/malachite/price-guide,/gemstones/malachite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0180,/gemstones/malachite/price-guide,/gemstones/malachite/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0180,/gemstones/malachite/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0180,/gemstones/malachite/price-guide,/crystals/crystals-for-self-love,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0180,/gemstones/malachite/price-guide,/crystals/crystals-for-protection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0180,/gemstones/malachite/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0181,/gemstones/malachite/combinations,/gemstones/malachite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0181,/gemstones/malachite/combinations,/gemstones/malachite/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0181,/gemstones/malachite/combinations,/gemstones/malachite/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0181,/gemstones/malachite/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0181,/gemstones/malachite/combinations,/crystals/crystals-for-self-love,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0181,/gemstones/malachite/combinations,/crystals/crystals-for-protection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0182,/gemstones/malachite/affirmations,/gemstones/malachite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0182,/gemstones/malachite/affirmations,/gemstones/malachite/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0182,/gemstones/malachite/affirmations,/gemstones/malachite/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0182,/gemstones/malachite/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0182,/gemstones/malachite/affirmations,/crystals/crystals-for-self-love,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0182,/gemstones/malachite/affirmations,/crystals/crystals-for-protection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0183,/gemstones/hematite/who-should-not-wear,/gemstones/hematite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0183,/gemstones/hematite/who-should-not-wear,/gemstones/hematite/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0183,/gemstones/hematite/who-should-not-wear,/gemstones/hematite/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0183,/gemstones/hematite/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0183,/gemstones/hematite/who-should-not-wear,/crystals/crystals-for-grounding,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0183,/gemstones/hematite/who-should-not-wear,/crystals/crystals-for-protection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0184,/gemstones/hematite/how-to-cleanse,/gemstones/hematite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0184,/gemstones/hematite/how-to-cleanse,/gemstones/hematite/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0184,/gemstones/hematite/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0184,/gemstones/hematite/how-to-cleanse,/crystals/crystals-for-grounding,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0184,/gemstones/hematite/how-to-cleanse,/crystals/crystals-for-protection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0184,/gemstones/hematite/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0185,/gemstones/hematite/sleeping-with,/gemstones/hematite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0185,/gemstones/hematite/sleeping-with,/gemstones/hematite/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0185,/gemstones/hematite/sleeping-with,/gemstones/hematite/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0185,/gemstones/hematite/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0185,/gemstones/hematite/sleeping-with,/crystals/crystals-for-grounding,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0185,/gemstones/hematite/sleeping-with,/crystals/crystals-for-protection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0186,/gemstones/hematite/how-to-identify,/gemstones/hematite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0186,/gemstones/hematite/how-to-identify,/gemstones/hematite/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0186,/gemstones/hematite/how-to-identify,/gemstones/hematite/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0186,/gemstones/hematite/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0186,/gemstones/hematite/how-to-identify,/crystals/crystals-for-grounding,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0186,/gemstones/hematite/how-to-identify,/crystals/crystals-for-protection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0186,/gemstones/hematite/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0187,/gemstones/hematite/price-guide,/gemstones/hematite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0187,/gemstones/hematite/price-guide,/gemstones/hematite/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0187,/gemstones/hematite/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0187,/gemstones/hematite/price-guide,/crystals/crystals-for-grounding,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0187,/gemstones/hematite/price-guide,/crystals/crystals-for-protection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0187,/gemstones/hematite/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0188,/gemstones/hematite/combinations,/gemstones/hematite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0188,/gemstones/hematite/combinations,/gemstones/hematite/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0188,/gemstones/hematite/combinations,/gemstones/hematite/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0188,/gemstones/hematite/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0188,/gemstones/hematite/combinations,/crystals/crystals-for-grounding,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0188,/gemstones/hematite/combinations,/crystals/crystals-for-protection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0189,/gemstones/hematite/affirmations,/gemstones/hematite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0189,/gemstones/hematite/affirmations,/gemstones/hematite/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0189,/gemstones/hematite/affirmations,/gemstones/hematite/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0189,/gemstones/hematite/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0189,/gemstones/hematite/affirmations,/crystals/crystals-for-grounding,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0189,/gemstones/hematite/affirmations,/crystals/crystals-for-protection,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0190,/gemstones/black-obsidian/who-should-not-wear,/gemstones/black-obsidian,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0190,/gemstones/black-obsidian/who-should-not-wear,/gemstones/black-obsidian/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0190,/gemstones/black-obsidian/who-should-not-wear,/gemstones/black-obsidian/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0190,/gemstones/black-obsidian/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0191,/gemstones/black-obsidian/how-to-cleanse,/gemstones/black-obsidian,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0191,/gemstones/black-obsidian/how-to-cleanse,/gemstones/black-obsidian/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0191,/gemstones/black-obsidian/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0191,/gemstones/black-obsidian/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0192,/gemstones/black-obsidian/sleeping-with,/gemstones/black-obsidian,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0192,/gemstones/black-obsidian/sleeping-with,/gemstones/black-obsidian/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0192,/gemstones/black-obsidian/sleeping-with,/gemstones/black-obsidian/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0192,/gemstones/black-obsidian/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0193,/gemstones/black-obsidian/how-to-identify,/gemstones/black-obsidian,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0193,/gemstones/black-obsidian/how-to-identify,/gemstones/black-obsidian/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0193,/gemstones/black-obsidian/how-to-identify,/gemstones/black-obsidian/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0193,/gemstones/black-obsidian/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0193,/gemstones/black-obsidian/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0194,/gemstones/black-obsidian/price-guide,/gemstones/black-obsidian,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0194,/gemstones/black-obsidian/price-guide,/gemstones/black-obsidian/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0194,/gemstones/black-obsidian/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0194,/gemstones/black-obsidian/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0195,/gemstones/black-obsidian/combinations,/gemstones/black-obsidian,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0195,/gemstones/black-obsidian/combinations,/gemstones/black-obsidian/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0195,/gemstones/black-obsidian/combinations,/gemstones/black-obsidian/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0195,/gemstones/black-obsidian/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0196,/gemstones/black-obsidian/affirmations,/gemstones/black-obsidian,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0196,/gemstones/black-obsidian/affirmations,/gemstones/black-obsidian/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0196,/gemstones/black-obsidian/affirmations,/gemstones/black-obsidian/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0196,/gemstones/black-obsidian/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0197,/gemstones/hematoid-quartz/who-should-not-wear,/gemstones/hematoid-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0197,/gemstones/hematoid-quartz/who-should-not-wear,/gemstones/hematoid-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0197,/gemstones/hematoid-quartz/who-should-not-wear,/gemstones/hematoid-quartz/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0197,/gemstones/hematoid-quartz/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0198,/gemstones/hematoid-quartz/how-to-cleanse,/gemstones/hematoid-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0198,/gemstones/hematoid-quartz/how-to-cleanse,/gemstones/hematoid-quartz/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0198,/gemstones/hematoid-quartz/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0198,/gemstones/hematoid-quartz/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0199,/gemstones/hematoid-quartz/can-go-in-water,/gemstones/hematoid-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0199,/gemstones/hematoid-quartz/can-go-in-water,/gemstones/hematoid-quartz/how-to-cleanse,sibling,(writer chooses descriptive anchor),proposed,water is one cleansing method among several
P-0199,/gemstones/hematoid-quartz/can-go-in-water,/learn/what-crystals-can-go-in-water,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0199,/gemstones/hematoid-quartz/can-go-in-water,/learn/salt-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,salt cleansing is the common follow-up question
P-0199,/gemstones/hematoid-quartz/can-go-in-water,/learn/sun-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,sun charging after washing
P-0200,/gemstones/hematoid-quartz/sleeping-with,/gemstones/hematoid-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0200,/gemstones/hematoid-quartz/sleeping-with,/gemstones/hematoid-quartz/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0200,/gemstones/hematoid-quartz/sleeping-with,/gemstones/hematoid-quartz/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0200,/gemstones/hematoid-quartz/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0201,/gemstones/hematoid-quartz/how-to-identify,/gemstones/hematoid-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0201,/gemstones/hematoid-quartz/how-to-identify,/gemstones/hematoid-quartz/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0201,/gemstones/hematoid-quartz/how-to-identify,/gemstones/hematoid-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0201,/gemstones/hematoid-quartz/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0201,/gemstones/hematoid-quartz/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0202,/gemstones/hematoid-quartz/price-guide,/gemstones/hematoid-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0202,/gemstones/hematoid-quartz/price-guide,/gemstones/hematoid-quartz/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0202,/gemstones/hematoid-quartz/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0202,/gemstones/hematoid-quartz/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0203,/gemstones/hematoid-quartz/combinations,/gemstones/hematoid-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0203,/gemstones/hematoid-quartz/combinations,/gemstones/hematoid-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0203,/gemstones/hematoid-quartz/combinations,/gemstones/hematoid-quartz/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0203,/gemstones/hematoid-quartz/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0204,/gemstones/hematoid-quartz/affirmations,/gemstones/hematoid-quartz,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0204,/gemstones/hematoid-quartz/affirmations,/gemstones/hematoid-quartz/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0204,/gemstones/hematoid-quartz/affirmations,/gemstones/hematoid-quartz/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0204,/gemstones/hematoid-quartz/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0205,/gemstones/enhydro-agate/who-should-not-wear,/gemstones/enhydro-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0205,/gemstones/enhydro-agate/who-should-not-wear,/gemstones/enhydro-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0205,/gemstones/enhydro-agate/who-should-not-wear,/gemstones/enhydro-agate/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0205,/gemstones/enhydro-agate/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0206,/gemstones/enhydro-agate/how-to-cleanse,/gemstones/enhydro-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0206,/gemstones/enhydro-agate/how-to-cleanse,/gemstones/enhydro-agate/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0206,/gemstones/enhydro-agate/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0206,/gemstones/enhydro-agate/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0207,/gemstones/enhydro-agate/can-go-in-water,/gemstones/enhydro-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0207,/gemstones/enhydro-agate/can-go-in-water,/gemstones/enhydro-agate/how-to-cleanse,sibling,(writer chooses descriptive anchor),proposed,water is one cleansing method among several
P-0207,/gemstones/enhydro-agate/can-go-in-water,/learn/what-crystals-can-go-in-water,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0207,/gemstones/enhydro-agate/can-go-in-water,/learn/salt-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,salt cleansing is the common follow-up question
P-0207,/gemstones/enhydro-agate/can-go-in-water,/learn/sun-safe-crystals,lateral,(writer chooses descriptive anchor),proposed,sun charging after washing
P-0208,/gemstones/enhydro-agate/sleeping-with,/gemstones/enhydro-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0208,/gemstones/enhydro-agate/sleeping-with,/gemstones/enhydro-agate/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
P-0208,/gemstones/enhydro-agate/sleeping-with,/gemstones/enhydro-agate/affirmations,sibling,(writer chooses descriptive anchor),proposed,bedtime affirmation routine
P-0208,/gemstones/enhydro-agate/sleeping-with,/crystals/crystals-for-sleep,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0209,/gemstones/enhydro-agate/how-to-identify,/gemstones/enhydro-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0209,/gemstones/enhydro-agate/how-to-identify,/gemstones/enhydro-agate/price-guide,sibling,(writer chooses descriptive anchor),proposed,price is an identification signal
P-0209,/gemstones/enhydro-agate/how-to-identify,/gemstones/enhydro-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,what genuine material looks like
P-0209,/gemstones/enhydro-agate/how-to-identify,/learn/are-online-crystals-real,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0209,/gemstones/enhydro-agate/how-to-identify,/compare/lab-created-vs-natural-gemstones,lateral,(writer chooses descriptive anchor),proposed,lab-grown vs natural is a distinct question from fake vs real
P-0210,/gemstones/enhydro-agate/price-guide,/gemstones/enhydro-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0210,/gemstones/enhydro-agate/price-guide,/gemstones/enhydro-agate/how-to-identify,sibling,(writer chooses descriptive anchor),proposed,avoid paying real-stone prices for imitations
P-0210,/gemstones/enhydro-agate/price-guide,/learn/ethical-crystal-sourcing,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0210,/gemstones/enhydro-agate/price-guide,/learn/mohs-hardness-scale,lateral,(writer chooses descriptive anchor),proposed,durability affects value
P-0211,/gemstones/enhydro-agate/combinations,/gemstones/enhydro-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0211,/gemstones/enhydro-agate/combinations,/gemstones/enhydro-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,the stone's own associations
P-0211,/gemstones/enhydro-agate/combinations,/gemstones/enhydro-agate/affirmations,sibling,(writer chooses descriptive anchor),proposed,pairing stones with intention
P-0211,/gemstones/enhydro-agate/combinations,/learn/crystal-grids,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0212,/gemstones/enhydro-agate/affirmations,/gemstones/enhydro-agate,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0212,/gemstones/enhydro-agate/affirmations,/gemstones/enhydro-agate/meaning,sibling,(writer chooses descriptive anchor),proposed,associations the affirmations draw on
P-0212,/gemstones/enhydro-agate/affirmations,/gemstones/enhydro-agate/combinations,sibling,(writer chooses descriptive anchor),proposed,stones to hold alongside
P-0212,/gemstones/enhydro-agate/affirmations,/learn/how-to-program-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0213,/gemstones/selenite/who-should-not-wear,/gemstones/selenite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0213,/gemstones/selenite/who-should-not-wear,/gemstones/selenite/meaning,sibling,(writer chooses descriptive anchor),proposed,what the stone is traditionally for
P-0213,/gemstones/selenite/who-should-not-wear,/gemstones/selenite/sleeping-with,sibling,(writer chooses descriptive anchor),proposed,night-time use cautions
P-0213,/gemstones/selenite/who-should-not-wear,/learn/crystal-healing-science,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0213,/gemstones/selenite/who-should-not-wear,/crystals/crystals-for-anxiety,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0213,/gemstones/selenite/who-should-not-wear,/crystals/crystals-for-meditation,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0214,/gemstones/selenite/how-to-cleanse,/gemstones/selenite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0214,/gemstones/selenite/how-to-cleanse,/gemstones/selenite/can-go-in-water,sibling,(writer chooses descriptive anchor),proposed,whether water cleansing is safe for this stone
P-0214,/gemstones/selenite/how-to-cleanse,/learn/how-to-cleanse-crystals,seed-parent,(writer chooses descriptive anchor),proposed,site-wide guide this stone-specific page specialises
P-0214,/gemstones/selenite/how-to-cleanse,/crystals/crystals-for-anxiety,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0214,/gemstones/selenite/how-to-cleanse,/crystals/crystals-for-meditation,lateral,(writer chooses descriptive anchor),proposed,stone appears in this purpose guide
P-0214,/gemstones/selenite/how-to-cleanse,/learn/how-to-charge-crystals,next-step,(writer chooses descriptive anchor),proposed,charging follows cleansing
P-0215,/gemstones/selenite/sleeping-with,/gemstones/selenite,parent,(writer chooses descriptive anchor),proposed,the stone's hub page: full profile and properties
P-0215,/gemstones/selenite/sleeping-with,/gemstones/selenite/who-should-not-wear,sibling,(writer chooses descriptive anchor),proposed,who should avoid night-time use
