url,section,macro,seed,kind,stone,guide,status,priority,frame,title,meta_title,meta_description,words,batch,doc_id,doc_link,redirects,open_evidence_gaps
/gemstones/black-onyx/combinations,gemstones,M1 Stone Atlas,S1.7 combinations,subpage,black-onyx,combinations,new,P2,Evaluation,Black Onyx Crystal Combinations — Pairings by Goal,Black Onyx Crystal Combinations — What to Pair It With,"Black onyx pairs well with clear quartz for clarity, smoky quartz for grounding, and labradorite for intuitive protection. Learn goal-based pairings and what to avoid.",942,batch-009,1HMwMieSMEsTOmkydNR31JPuIesGnvLb_ZuvqVnoWFpQ,https://docs.google.com/document/d/1HMwMieSMEsTOmkydNR31JPuIesGnvLb_ZuvqVnoWFpQ/edit?usp=drivesdk,,Crystal pairing recommendations are entirely traditional; no peer-reviewed evidence exists for energetic interactions between stones.
/gemstones/black-onyx/how-to-cleanse,gemstones,M1 Stone Atlas,S1.6 how-to-cleanse,subpage,black-onyx,how-to-cleanse,new,P2,Instruction,How to Cleanse Black Onyx Without Damaging It,How to Cleanse Black Onyx — Safe Methods That Work,"Most black onyx is dyed — prolonged water and salt water can affect the finish. Learn safe cleansing methods: smoke, sound, moonlight, breath, and dry earth.",980,batch-009,1lEHDdHgn8xGk8FoE71na6Suk3DuG2eCLI563_OuDpis,https://docs.google.com/document/d/1lEHDdHgn8xGk8FoE71na6Suk3DuG2eCLI563_OuDpis/edit?usp=drivesdk,,none
/gemstones/black-onyx/how-to-identify,gemstones,M1 Stone Atlas,S1.4 how-to-identify,subpage,black-onyx,how-to-identify,new,P2,Instruction,How to Identify Real Black Onyx,How to Identify Real Black Onyx vs Fakes and Glass,"Nearly all commercial black onyx is dyed chalcedony — that is genuine, not fake. Learn how to spot glass, plastic, and lower-quality imitations using simple tests.",913,batch-009,1qQHusNSYDhgwpolxnWv4Mzj5g1P0dV4DCCHKFQYF1q8,https://docs.google.com/document/d/1qQHusNSYDhgwpolxnWv4Mzj5g1P0dV4DCCHKFQYF1q8/edit?usp=drivesdk,,none
/gemstones/black-onyx/price-guide,gemstones,M1 Stone Atlas,S1.9 price-guide,subpage,black-onyx,price-guide,new,P2,Explanation,Black Onyx Price Guide — What It Costs and Why,"Black Onyx Price Guide — Costs, Grades, and Value",Dyed black onyx tumbled stones cost $1–$10 per carat retail; jewelry ranges from $50 to $500+. Learn what drives the price and how to avoid overpaying.,849,batch-009,1QellfoUZsrefVHo0Djta-5vzeE-05YoLm04-3rBHlVA,https://docs.google.com/document/d/1QellfoUZsrefVHo0Djta-5vzeE-05YoLm04-3rBHlVA/edit?usp=drivesdk,,"Price ranges sourced from secondary retail guides rather than verified gemological price databases (e.g., GIA price reports); ranges are consistent across multiple sources but should be treated as indicative. Natural (undyed) black onyx retail prices are rarely listed separately by major benchmarks."
/gemstones/black-onyx/sleeping-with,gemstones,M1 Stone Atlas,S1.5 sleeping-with,subpage,black-onyx,sleeping-with,new,P2,Explanation,Sleeping with Black Onyx — What to Know,Sleeping with Black Onyx — Placement and Practice,"Black onyx is non-toxic and physically safe for bedside or under-pillow use. This page covers placement, traditional associations, and who should consider caution.",770,batch-009,1hHv-RhD2KTsGLYhfq5l62m_1GRn4265wo78XVtF8jaI,https://docs.google.com/document/d/1hHv-RhD2KTsGLYhfq5l62m_1GRn4265wo78XVtF8jaI/edit?usp=drivesdk,,none
/gemstones/black-tourmaline/affirmations,gemstones,M1 Stone Atlas,S1.8 affirmations,subpage,black-tourmaline,affirmations,new,P2,Instruction,Black Tourmaline Affirmations — What to Say and How to Use Them,Black Tourmaline Affirmations — Phrases and Practice Guide,"Black tourmaline affirmations focus on protection, grounding, and boundaries. Ready-to-use phrases and a simple practice method for using them with the stone.",911,batch-011,1Ly3u5rxa3lNXu01F_9eOpdSdOsOOeGtWPbcyrmnAgXE,https://docs.google.com/document/d/1Ly3u5rxa3lNXu01F_9eOpdSdOsOOeGtWPbcyrmnAgXE/edit?usp=drivesdk,,"No scientific evidence supports affirmations spoken with a stone being more effective than affirmations spoken alone. Practice benefits, if any, come from the affirmation practice itself."
/gemstones/black-tourmaline/combinations,gemstones,M1 Stone Atlas,S1.7 combinations,subpage,black-tourmaline,combinations,new,P2,Evaluation,Black Tourmaline Crystal Combinations,Best Crystal Combinations for Black Tourmaline,"Black tourmaline pairs well with clear quartz, amethyst, and citrine for different goals. Avoid stacking with selenite in jewelry. A practical pairing guide.",1203,batch-011,1UoKW5RkpHvq5apuZAZCt9i182zDNTUzkgX_mGShgnx4,https://docs.google.com/document/d/1UoKW5RkpHvq5apuZAZCt9i182zDNTUzkgX_mGShgnx4/edit?usp=drivesdk,,No physical or scientific basis exists for crystal pairing effects. All pairing descriptions reflect traditional and contemporary crystal practice only.
/gemstones/black-tourmaline/how-to-cleanse,gemstones,M1 Stone Atlas,S1.6 how-to-cleanse,subpage,black-tourmaline,how-to-cleanse,new,P2,Instruction,How to Cleanse Black Tourmaline Without Damaging It,How to Cleanse Black Tourmaline — Safe Methods Explained,"Black tourmaline tolerates a brief water rinse but should not be soaked. Learn which cleansing methods are safe — smoke, sound, moonlight, selenite, and more.",1063,batch-011,1_9Eof64JFskSeOuzKjAcTTVdB5IzFt8jSUkw3Uo1dkM,https://docs.google.com/document/d/1_9Eof64JFskSeOuzKjAcTTVdB5IzFt8jSUkw3Uo1dkM/edit?usp=drivesdk,,none
/gemstones/black-tourmaline/how-to-identify,gemstones,M1 Stone Atlas,S1.4 how-to-identify,subpage,black-tourmaline,how-to-identify,new+absorb legacy,P2,Instruction,How to Identify Real Black Tourmaline,How to Tell If Black Tourmaline Is Real — Tests That Work,"Real black tourmaline has vertical striations, a triangular cross-section, and scratches glass. Learn how to spot fakes, glass, obsidian, and other imitations.",1043,batch-011,1ljSi6UM_Bnt636ooCsteKABfd1dH37G5jZCM9qurvsw,https://docs.google.com/document/d/1ljSi6UM_Bnt636ooCsteKABfd1dH37G5jZCM9qurvsw/edit?usp=drivesdk,/learn/how-to-tell-if-black-tourmaline-is-real -> /gemstones/black-tourmaline/how-to-identify,"Synthetic black tourmaline for the mass metaphysical market is not documented as commercially produced; main imitation risk is misidentified natural minerals (obsidian, onyx) and glass, not lab-grown material."
/gemstones/black-tourmaline/price-guide,gemstones,M1 Stone Atlas,S1.9 price-guide,subpage,black-tourmaline,price-guide,new,P2,Explanation,Black Tourmaline Price Guide,Black Tourmaline Price Guide — What It Costs and Why,Black tourmaline is one of the most affordable protective stones. Raw bulk runs $20–$50/kg; tumbled pieces retail around $3–$15 each. Learn what drives the price.,956,batch-011,1CYGwREhQl4_PFCyXfDe3rkDJMgOPESeIgx2zL2hSFTI,https://docs.google.com/document/d/1CYGwREhQl4_PFCyXfDe3rkDJMgOPESeIgx2zL2hSFTI/edit?usp=drivesdk,,Precise wholesale-to-retail markup data and pricing for specific mine-origin premium specimens were not findable in current sources. Ranges given reflect commonly observed retail prices September 2026.
/gemstones/black-tourmaline/who-should-not-wear,gemstones,M1 Stone Atlas,S1.2 who-should-not-wear,subpage,black-tourmaline,who-should-not-wear,new,P2,Evaluation,Who Should Be Cautious About Wearing Black Tourmaline,Who Should Not Wear Black Tourmaline? Cautions & Advice,"Black tourmaline is safe to touch and wear, but certain people in crystal tradition and Vedic astrology are advised to approach it cautiously. Here is what to know.",1023,batch-011,1VeSQBITDjLUr08hYP8CyeXcv-2bucoYMnkE2fz2q-Xg,https://docs.google.com/document/d/1VeSQBITDjLUr08hYP8CyeXcv-2bucoYMnkE2fz2q-Xg/edit?usp=drivesdk,,"No clinical evidence exists for or against physical effects of wearing black tourmaline. Vedic astrology cautions are traditional, not verifiable by scientific study."
/gemstones/blue-lace-agate/affirmations,gemstones,M1 Stone Atlas,S1.8 affirmations,subpage,blue-lace-agate,affirmations,new,P3,Instruction,Blue Lace Agate Affirmations: A Practical Guide,Blue Lace Agate Affirmations: Words and How to Use Them,"Blue Lace Agate is traditionally used with affirmations for calm, communication, and self-expression. Here are 12 affirmations and a simple practice method.",723,batch-040,1d_1yXI3molNfXk9NHlvNgllHNc7qjpkGW-n4dYpk0s0,https://docs.google.com/document/d/1d_1yXI3molNfXk9NHlvNgllHNc7qjpkGW-n4dYpk0s0/edit?usp=drivesdk,,none
/gemstones/blue-lace-agate/combinations,gemstones,M1 Stone Atlas,S1.7 combinations,subpage,blue-lace-agate,combinations,new,P3,Evaluation,Blue Lace Agate Crystal Combinations,Blue Lace Agate Combinations: Best Crystal Pairings,"Blue Lace Agate pairs well with Lapis Lazuli for communication, Amethyst for calm, and Rose Quartz for emotional ease. Learn which pairings work and why.",862,batch-040,1Na5LMG-GBWo4eEqBUf7N6mrzRSZUpWe6xiT1PbPhrEE,https://docs.google.com/document/d/1Na5LMG-GBWo4eEqBUf7N6mrzRSZUpWe6xiT1PbPhrEE/edit?usp=drivesdk,,"All pairing recommendations are based on crystal-practice tradition, not controlled evidence. No primary astrological or mineralogical source formally codifies incompatible crystal pairs."
/gemstones/blue-lace-agate/how-to-cleanse,gemstones,M1 Stone Atlas,S1.6 how-to-cleanse,subpage,blue-lace-agate,how-to-cleanse,new,P3,Instruction,How to Cleanse Blue Lace Agate Without Damaging It,How to Cleanse Blue Lace Agate Safely,Blue Lace Agate is water-safe for a brief rinse but fades in prolonged sunlight. Learn which cleansing methods protect its color and polish.,870,batch-040,13ZS_aU2UmI77ZiiUnOMCVB3BY_6Wyh2IRi6nC8cGKMs,https://docs.google.com/document/d/13ZS_aU2UmI77ZiiUnOMCVB3BY_6Wyh2IRi6nC8cGKMs/edit?usp=drivesdk,,none
/gemstones/blue-lace-agate/how-to-identify,gemstones,M1 Stone Atlas,S1.4 how-to-identify,subpage,blue-lace-agate,how-to-identify,new,P3,Instruction,How to Identify Real Blue Lace Agate,How to Identify Real Blue Lace Agate vs Fakes,"Real Blue Lace Agate has soft pale blue wavy banding, Mohs 7 hardness, and no dye in fractures. Learn to spot dyed, glass, and imitation material.",887,batch-040,1iovtg9mqYiPhVHXkQwM1p6kv1LJ7Vd-wzJrAdEzyiew,https://docs.google.com/document/d/1iovtg9mqYiPhVHXkQwM1p6kv1LJ7Vd-wzJrAdEzyiew/edit?usp=drivesdk,,UV fluorescence (green under shortwave UV in some Namibian specimens) is documented in the Wikipedia mineralogical entry; useful secondary test but requires shortwave UV lamp not commonly available to consumers.
/gemstones/blue-lace-agate/price-guide,gemstones,M1 Stone Atlas,S1.9 price-guide,subpage,blue-lace-agate,price-guide,new,P3,Explanation,Blue Lace Agate Price Guide,Blue Lace Agate Price Guide: What to Expect to Pay,"Blue Lace Agate cabochons typically run $8–$30 per carat. Supply from Namibia is constrained, pushing prices up. Learn what drives value and how to avoid overpaying.",785,batch-040,1nhwZNh54bvDjSC91PzP4kopjf6PSg7VATlewd6s8Uhw,https://docs.google.com/document/d/1nhwZNh54bvDjSC91PzP4kopjf6PSg7VATlewd6s8Uhw/edit?usp=drivesdk,,Retail price data varies significantly across sources and markets; ranges given reflect multiple retail data points checked September 2026 but individual sellers may price outside these ranges. No single authoritative wholesale price index exists for Blue Lace Agate.
/gemstones/blue-lace-agate/sleeping-with,gemstones,M1 Stone Atlas,S1.5 sleeping-with,subpage,blue-lace-agate,sleeping-with,new,P3,Explanation,Sleeping with Blue Lace Agate: What to Expect,Sleeping with Blue Lace Agate: Benefits and How-To,Blue Lace Agate is physically safe to keep by the bed or under the pillow. Learn what tradition says about its effect on sleep and how to use it.,754,batch-040,1tzRmjUCU6Wc8pjrh115o3gLnXp1h3OLFJEDewHu5w2A,https://docs.google.com/document/d/1tzRmjUCU6Wc8pjrh115o3gLnXp1h3OLFJEDewHu5w2A/edit?usp=drivesdk,,No clinical evidence that Blue Lace Agate affects sleep; all sleep-related associations are traditional. No formal sources specifically contraindicate night-time use for named zodiac signs.
/gemstones/blue-lace-agate/who-should-not-wear,gemstones,M1 Stone Atlas,S1.2 who-should-not-wear,subpage,blue-lace-agate,who-should-not-wear,new,P3,Evaluation,Who Should Not Wear Blue Lace Agate?,Who Should Not Wear Blue Lace Agate?,"Blue Lace Agate is physically safe for almost everyone. Learn which physical, astrological, and traditional cautions apply before wearing it.",708,batch-040,1DXDi2_ZJgElrC18H-jjwHvSwMOdE507pJlteDARyUIc,https://docs.google.com/document/d/1DXDi2_ZJgElrC18H-jjwHvSwMOdE507pJlteDARyUIc/edit?usp=drivesdk,,"No peer-reviewed Vedic or Western astrology sources specifically contraindicate Blue Lace Agate for named zodiac signs; traditional cautions drawn from crystal-practice literature, not primary astrological texts."
/gemstones/blue-onyx/affirmations,gemstones,M1 Stone Atlas,S1.8 affirmations,subpage,blue-onyx,affirmations,new,P3,Instruction,Blue Onyx Affirmations — Phrases and How to Use Them,Blue Onyx Affirmations — How to Use Them with the Stone,"Blue Onyx is traditionally linked to voice, calm, and self-expression. These affirmations align with those associations and include a simple step-by-step routine.",820,batch-053,1hV04uXnwi0kbhcuKnkt-uiKIFoW8PYkrYPJxTytH28s,https://docs.google.com/document/d/1hV04uXnwi0kbhcuKnkt-uiKIFoW8PYkrYPJxTytH28s/edit?usp=drivesdk,,No peer-reviewed evidence exists for affirmation effects being altered by holding a crystal; the routine described here is tradition-based practice only.
/gemstones/blue-onyx/can-go-in-water,gemstones,M1 Stone Atlas,S1.3 can-go-in-water,subpage,blue-onyx,can-go-in-water,new,P3,Explanation,Can Blue Onyx Go in Water?,Can Blue Onyx Go in Water? Safety and Care Guide,"Blue Onyx is physically water-tolerant at Mohs 6.5–7, but most specimens are dyed. A brief rinse is safe; prolonged soaking risks color damage. Here is what to know.",652,batch-053,1Kkydeamoui4nqgPwNmWbnTS7FHhyjNGd8opsa2UgWDM,https://docs.google.com/document/d/1Kkydeamoui4nqgPwNmWbnTS7FHhyjNGd8opsa2UgWDM/edit?usp=drivesdk,,No independent lab data on dye stability under water exposure for commercial blue onyx was found; guidance on dye risk is based on general gem-trade practice for dyed chalcedony.
/gemstones/blue-onyx/combinations,gemstones,M1 Stone Atlas,S1.7 combinations,subpage,blue-onyx,combinations,new,P3,Evaluation,Blue Onyx Crystal Combinations — Pairings and Goals,Blue Onyx Crystal Pairings — Which Stones Work Together,"Blue Onyx pairs well with communication and calming stones. Learn which crystals practitioners combine with it, for which goals, and which pairings to think twice about.",761,batch-053,1sWZFOoA1foidYBRVq6zf6l96gR2WTHIfkA3ENRhCh8c,https://docs.google.com/document/d/1sWZFOoA1foidYBRVq6zf6l96gR2WTHIfkA3ENRhCh8c/edit?usp=drivesdk,,Crystal pairing effects have no peer-reviewed evidence base; all pairings described here are drawn from practitioner traditions and crystal reference sources. No scientific basis exists for synergistic crystal effects.
/gemstones/blue-onyx/how-to-cleanse,gemstones,M1 Stone Atlas,S1.6 how-to-cleanse,subpage,blue-onyx,how-to-cleanse,new,P3,Instruction,How to Cleanse Blue Onyx Without Damaging It,How to Cleanse Blue Onyx — Safe Methods Explained,"Blue Onyx is physically water-tolerant, but dye may bleed with prolonged soaking. Learn which cleansing methods are safe, which to limit, and how to recharge.",834,batch-053,1Bfk1HWKk7rjpfW1Mh4b-kpx68wQZDGkIg1t4t6JNAQc,https://docs.google.com/document/d/1Bfk1HWKk7rjpfW1Mh4b-kpx68wQZDGkIg1t4t6JNAQc/edit?usp=drivesdk,,No independent laboratory data on dye stability in water for commercial blue onyx specimens was found; the advice on brief vs. prolonged water exposure is based on general gem-trade guidance for dyed chalcedony.
/gemstones/blue-onyx/how-to-identify,gemstones,M1 Stone Atlas,S1.4 how-to-identify,subpage,blue-onyx,how-to-identify,new,P3,Instruction,How to Identify Real Blue Onyx,How to Identify Real Blue Onyx vs. Fakes and Imitations,"Most Blue Onyx is dyed chalcedony — that is not fake, but glass and plastic are. Learn which tests distinguish genuine stone from imitations, and what to look for.",804,batch-053,1b3NdVNObyvXFIW0403peZIZWbx8NEyydZRIGiKI_3eM,https://docs.google.com/document/d/1b3NdVNObyvXFIW0403peZIZWbx8NEyydZRIGiKI_3eM/edit?usp=drivesdk,,Definitive identification of dyed vs. natural-color chalcedony requires spectroscopic lab testing not available to most consumers. No retail testing kits specific to blue onyx dye detection were found.
/gemstones/blue-onyx/price-guide,gemstones,M1 Stone Atlas,S1.9 price-guide,subpage,blue-onyx,price-guide,new,P3,Explanation,Blue Onyx Price Guide — What It Costs and Why,"Blue Onyx Price Guide — Cost, Value Factors, and Tips",Blue Onyx is an affordable gemstone. Tumbled stones start under $5; quality carvings can reach hundreds. Learn what drives price and how to avoid overpaying.,704,batch-053,1paoe3AjSXKdjBltg3EHpkRBOviqwnqSK-oSI1Uog-to,https://docs.google.com/document/d/1paoe3AjSXKdjBltg3EHpkRBOviqwnqSK-oSI1Uog-to/edit?usp=drivesdk,,"Precise per-carat retail pricing for Blue Onyx was not found in a standardized gem-price database (GIA, AGTA) as of September 2026; this stone is not tracked by major grading labs. Price ranges stated are drawn from retail and wholesale listings and should be verified against current seller prices. Natural-color (undyed) Blue Onyx pricing was not found with confidence."
/gemstones/blue-onyx/sleeping-with,gemstones,M1 Stone Atlas,S1.5 sleeping-with,subpage,blue-onyx,sleeping-with,new,P3,Explanation,Sleeping with Blue Onyx — What to Expect,Sleeping with Blue Onyx — Tradition and Practical Guide,Blue Onyx is physically safe to keep beside the bed or under the pillow. Crystal tradition links it to calm and emotional steadiness. Here is how to do it well.,651,batch-053,1YZ5_p3hfDL7Ayd7kKWqL5_vA0LGyFerqkf8nZRQmie4,https://docs.google.com/document/d/1YZ5_p3hfDL7Ayd7kKWqL5_vA0LGyFerqkf8nZRQmie4/edit?usp=drivesdk,,No clinical evidence exists for crystal influence on sleep quality; all sleep-related effects described here are tradition-based. No evidence was found on whether dye migration occurs through pillow fabric in normal use.
/gemstones/blue-onyx/who-should-not-wear,gemstones,M1 Stone Atlas,S1.2 who-should-not-wear,subpage,blue-onyx,who-should-not-wear,new,P3,Evaluation,Who Should Not Wear Blue Onyx?,Who Should Not Wear Blue Onyx — Physical & Tradition,"Blue Onyx has no physical toxicity, but tradition names a few cautions. Learn who crystal practice and astrology suggest should approach it carefully.",669,batch-053,1mnRyOcA8tdOC21K8r1Ng7C5_PmY5qdElhdvJ_9kvtU8,https://docs.google.com/document/d/1mnRyOcA8tdOC21K8r1Ng7C5_PmY5qdElhdvJ_9kvtU8/edit?usp=drivesdk,,No peer-reviewed astrological contraindication data exists; astrological cautions are based on practitioner tradition only. No documented physical health risk from wearing Blue Onyx as jewelry.
/gemstones/blue-sandstone/affirmations,gemstones,M1 Stone Atlas,S1.8 affirmations,subpage,blue-sandstone,affirmations,new,P3,Instruction,Blue Sandstone Affirmations — Wording and Practice,Blue Sandstone Affirmations — How to Use Them,"Blue Sandstone is traditionally linked to ambition, confidence, and clarity. These 8 affirmations align with those associations, with a step-by-step practice guide.",659,batch-054,1WoKbtAIcCafZjC9kQ1RymidEnZaqLNQGtZxACx1RShg,https://docs.google.com/document/d/1WoKbtAIcCafZjC9kQ1RymidEnZaqLNQGtZxACx1RShg/edit?usp=drivesdk,,No scientific evidence for affirmation effects specific to any stone; all practice described is tradition.
/gemstones/blue-sandstone/can-go-in-water,gemstones,M1 Stone Atlas,S1.3 can-go-in-water,subpage,blue-sandstone,can-go-in-water,new,P3,Explanation,Can Blue Sandstone Go in Water?,Can Blue Sandstone Go in Water? The Facts,"Blue Sandstone is a glass, so it does not dissolve in water. A brief rinse is safe. Avoid salt water, ultrasonic cleaners, and prolonged soaking. Full explanation here.",611,batch-054,1x3x25ltE2QyjRhH2BEOccsu4NfHBS51bftg9vb9jqiw,https://docs.google.com/document/d/1x3x25ltE2QyjRhH2BEOccsu4NfHBS51bftg9vb9jqiw/edit?usp=drivesdk,,No peer-reviewed study specifically on water effects on polished blue goldstone surface finishes; glass water-stability is well-established in materials science.
/gemstones/blue-sandstone/combinations,gemstones,M1 Stone Atlas,S1.7 combinations,subpage,blue-sandstone,combinations,new,P3,Evaluation,Best Crystal Combinations for Blue Sandstone,Blue Sandstone Crystal Combinations — Pairings Guide,"Blue Sandstone pairs well with amethyst, lapis lazuli, black tourmaline, and citrine in tradition. Which goals each pairing serves and which to approach with care.",768,batch-054,1eDZvolf8pO_l5jq7O7UDfXECVGV5I8BT14ytRIpJydY,https://docs.google.com/document/d/1eDZvolf8pO_l5jq7O7UDfXECVGV5I8BT14ytRIpJydY/edit?usp=drivesdk,,All pairing claims are tradition; no controlled evidence for interaction effects between stones.
/gemstones/blue-sandstone/how-to-cleanse,gemstones,M1 Stone Atlas,S1.6 how-to-cleanse,subpage,blue-sandstone,how-to-cleanse,new,P3,Instruction,How to Cleanse Blue Sandstone Without Damaging It,How to Cleanse Blue Sandstone Safely,"Blue Sandstone is a glass that tolerates a brief water rinse, smoke, sound, and moonlight. Avoid salt, ultrasonic cleaners, and harsh chemicals. Full guide inside.",766,batch-054,1Hm4IGnwTNSUC_QCYNSas9TeOM7wC5b1_QGq5LdGskcs,https://docs.google.com/document/d/1Hm4IGnwTNSUC_QCYNSas9TeOM7wC5b1_QGq5LdGskcs/edit?usp=drivesdk,,No scientific basis for energetic cleansing; all metaphysical cleansing claims are tradition only.
/gemstones/blue-sandstone/how-to-identify,gemstones,M1 Stone Atlas,S1.4 how-to-identify,subpage,blue-sandstone,how-to-identify,new,P3,Instruction,How to Identify Real Blue Sandstone,How to Identify Real Blue Sandstone vs Fakes,"Blue Sandstone is manufactured glass — ""real"" means genuine aventurine glass with copper inclusions, not plastic or resin. Visual and physical tests explained.",781,batch-054,13ffiZ6jjl6BIfky8F31NLHaQT496Nh1v6h3zfrKF6yM,https://docs.google.com/document/d/13ffiZ6jjl6BIfky8F31NLHaQT496Nh1v6h3zfrKF6yM/edit?usp=drivesdk,,none
/gemstones/blue-sandstone/price-guide,gemstones,M1 Stone Atlas,S1.9 price-guide,subpage,blue-sandstone,price-guide,new,P3,Explanation,Blue Sandstone Price Guide,Blue Sandstone Price Guide — What It Costs,Blue Sandstone is affordable manufactured glass. Tumbled stones $1–3 each; bracelets $5–15; bead strands $5–10. Explains what drives price and how to avoid overpaying.,700,batch-054,1ETkYj9MXEN1QLN2ep7FZyM-l-_fcS9tOz8vM0hlzGHQ,https://docs.google.com/document/d/1ETkYj9MXEN1QLN2ep7FZyM-l-_fcS9tOz8vM0hlzGHQ/edit?usp=drivesdk,,No per-carat pricing data found; Blue Sandstone is not priced per carat in any retail source consulted. Fine carved or large sphere retail pricing found only at wholesale level.
/gemstones/blue-sandstone/sleeping-with,gemstones,M1 Stone Atlas,S1.5 sleeping-with,subpage,blue-sandstone,sleeping-with,new,P3,Explanation,Sleeping With Blue Sandstone — What to Expect,Sleeping With Blue Sandstone — Practical Guide,Blue Sandstone is physically safe near the bed. Tradition links it to ambition and the third eye. Some find it stimulating at night; learn how to place it sensibly.,670,batch-054,1gUqVPUcG7OP8YciLDxRFYP62Oh7mkEgvf-_xu9hrVT0,https://docs.google.com/document/d/1gUqVPUcG7OP8YciLDxRFYP62Oh7mkEgvf-_xu9hrVT0/edit?usp=drivesdk,,No controlled studies on crystal placement during sleep; all claims about sleep effects are tradition only.
/gemstones/blue-sandstone/who-should-not-wear,gemstones,M1 Stone Atlas,S1.2 who-should-not-wear,subpage,blue-sandstone,who-should-not-wear,new,P3,Evaluation,Who Should Not Wear Blue Sandstone,Who Should Not Wear Blue Sandstone — Cautions,"Blue Sandstone is manufactured glass with few physical hazards. Children, sensitive wearers, and some astrological placements warrant caution. Full guide here.",619,batch-054,1yOzrmf6D222FSCNKjVZw8lT5XffSDEN95dgAEmsOwbM,https://docs.google.com/document/d/1yOzrmf6D222FSCNKjVZw8lT5XffSDEN95dgAEmsOwbM/edit?usp=drivesdk,,No peer-reviewed evidence for any astrological or metaphysical cautions; all such claims are tradition only.
/gemstones/blue-tigers-eye/affirmations,gemstones,M1 Stone Atlas,S1.8 affirmations,subpage,blue-tigers-eye,affirmations,new,P3,Instruction,Blue Tiger's Eye Affirmations — How to Use Them,Blue Tiger's Eye Affirmations — Phrases & Practice,"Affirmations for Blue Tiger's Eye draw on its traditional associations with clarity, calm focus, and inner vision. Learn how to use them effectively with the stone.",810,batch-039,1XHfdOJ0sUK9ttl9aIBgNHr1fT_kumaNNHaaCd4SwxZ0,https://docs.google.com/document/d/1XHfdOJ0sUK9ttl9aIBgNHr1fT_kumaNNHaaCd4SwxZ0/edit?usp=drivesdk,,Affirmation practice outcomes are not clinically established for crystal use; stated as tradition and personal practice throughout.
/gemstones/blue-tigers-eye/can-go-in-water,gemstones,M1 Stone Atlas,S1.3 can-go-in-water,subpage,blue-tigers-eye,can-go-in-water,new,P3,Explanation,Can Blue Tiger's Eye Go in Water?,Can Blue Tiger's Eye Go in Water? — Safe Limits,Blue Tiger's Eye can be briefly rinsed but should not be soaked or put in salt water. Learn why and how to clean it safely without damage.,783,batch-039,19Vix7-5hi9hDM4Gj86VeHlEEj2NLkRdj42MrirsT7To,https://docs.google.com/document/d/19Vix7-5hi9hDM4Gj86VeHlEEj2NLkRdj42MrirsT7To/edit?usp=drivesdk,,none
/gemstones/blue-tigers-eye/combinations,gemstones,M1 Stone Atlas,S1.7 combinations,subpage,blue-tigers-eye,combinations,new,P3,Evaluation,Best Crystal Combinations for Blue Tiger's Eye,Blue Tiger's Eye Crystal Combinations — Pairs & Pairings,"Blue Tiger's Eye pairs well with blue lace agate, sodalite, amazonite, and aquamarine. Learn which combinations practitioners use, for which goals, and what to avoid.",819,batch-039,1J-tcmF4lfDg4ztkl-DPNERKRFW5CIdBjy_5QBQFf88Q,https://docs.google.com/document/d/1J-tcmF4lfDg4ztkl-DPNERKRFW5CIdBjy_5QBQFf88Q/edit?usp=drivesdk,,All pairing associations are tradition; no physical incompatibility data exists or is claimed.
/gemstones/blue-tigers-eye/how-to-cleanse,gemstones,M1 Stone Atlas,S1.6 how-to-cleanse,subpage,blue-tigers-eye,how-to-cleanse,new,P3,Instruction,How to Cleanse Blue Tiger's Eye Without Damaging It,How to Cleanse Blue Tiger's Eye — Safe Methods,Blue Tiger's Eye tolerates a brief rinse but should not be soaked. Learn which cleansing methods are safe and which to avoid for this chatoyant quartz.,869,batch-039,1NJZ_q0pwl1grpuE8sj8JzI2QS7f1ucZvAwLr5Fapx5A,https://docs.google.com/document/d/1NJZ_q0pwl1grpuE8sj8JzI2QS7f1ucZvAwLr5Fapx5A/edit?usp=drivesdk,,none
/gemstones/blue-tigers-eye/how-to-identify,gemstones,M1 Stone Atlas,S1.4 how-to-identify,subpage,blue-tigers-eye,how-to-identify,new,P3,Instruction,How to Identify Real Blue Tiger's Eye,How to Identify Real Blue Tiger's Eye vs Fake,"Real Blue Tiger's Eye shows chatoyancy, a cool weight, and fibrous texture. Learn to distinguish it from glass, dyed quartz, and synthetic imitations.",886,batch-039,1svSizuGOazHMrZ_GRag-4TkeGqN5SZYkSf05sLi-wXk,https://docs.google.com/document/d/1svSizuGOazHMrZ_GRag-4TkeGqN5SZYkSf05sLi-wXk/edit?usp=drivesdk,,none
/gemstones/blue-tigers-eye/price-guide,gemstones,M1 Stone Atlas,S1.9 price-guide,subpage,blue-tigers-eye,price-guide,new,P3,Explanation,Blue Tiger's Eye Price Guide,Blue Tiger's Eye Price Guide — What to Pay in 2026,Blue Tiger's Eye tumbled stones retail from around $2–8 each; bracelets typically $8–30. Learn what drives price and how to avoid overpaying.,880,batch-039,1I1pO3lsCJT__lskBfl1U8WB9IHNVqUFFU9UaKeo_Vlg,https://docs.google.com/document/d/1I1pO3lsCJT__lskBfl1U8WB9IHNVqUFFU9UaKeo_Vlg/edit?usp=drivesdk,,Per-carat pricing for gem-grade Blue Tiger's Eye not found in gem-trade databases. Ranges given are for retail tumbled and beaded forms (September 2026). Faceted or collector-grade per-carat benchmarks require a specialist dealer or gemological lab quote.
