page_id,url,level,macro,seed,intent_id,frame,question,stone,status,priority,decision,drive_folder
P-0186,/gemstones/hematite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-hematite-how-to-identify,Instruction,"How do I tell real Hematite from fakes, glass, dyed or imitation material?",hematite,new,P3,draft,6 Gemstone Sub-pages
P-0187,/gemstones/hematite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-hematite-price-guide,Explanation,"How much does Hematite cost, what drives its price, and how do I avoid overpaying?",hematite,new,P3,draft,6 Gemstone Sub-pages
P-0188,/gemstones/hematite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-hematite-combinations,Evaluation,"Which crystals pair well with Hematite, for which goals, and which pairings to avoid?",hematite,new,P3,draft,6 Gemstone Sub-pages
P-0189,/gemstones/hematite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-hematite-affirmations,Instruction,Which affirmations suit Hematite and how do I use them with the stone?,hematite,new,P3,draft,6 Gemstone Sub-pages
P-0190,/gemstones/black-obsidian/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-black-obsidian-who-should-not-wear,Evaluation,"Who should be cautious about wearing Black Obsidian, and why (physical safety, tradition, astrology)?",black-obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0191,/gemstones/black-obsidian/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-black-obsidian-how-to-cleanse,Instruction,How do I cleanse and recharge Black Obsidian without damaging it?,black-obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0192,/gemstones/black-obsidian/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-black-obsidian-sleeping-with,Explanation,"Is it sensible to sleep with Black Obsidian under the pillow or by the bed, and how is it done?",black-obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0193,/gemstones/black-obsidian/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-black-obsidian-how-to-identify,Instruction,"How do I tell real Black Obsidian from fakes, glass, dyed or imitation material?",black-obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0194,/gemstones/black-obsidian/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-black-obsidian-price-guide,Explanation,"How much does Black Obsidian cost, what drives its price, and how do I avoid overpaying?",black-obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0195,/gemstones/black-obsidian/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-black-obsidian-combinations,Evaluation,"Which crystals pair well with Black Obsidian, for which goals, and which pairings to avoid?",black-obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0196,/gemstones/black-obsidian/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-black-obsidian-affirmations,Instruction,Which affirmations suit Black Obsidian and how do I use them with the stone?,black-obsidian,new,P3,draft,6 Gemstone Sub-pages
P-0197,/gemstones/hematoid-quartz/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-hematoid-quartz-who-should-not-wear,Evaluation,"Who should be cautious about wearing Hematoid Quartz, and why (physical safety, tradition, astrology)?",hematoid-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0198,/gemstones/hematoid-quartz/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-hematoid-quartz-how-to-cleanse,Instruction,How do I cleanse and recharge Hematoid Quartz without damaging it?,hematoid-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0199,/gemstones/hematoid-quartz/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-hematoid-quartz-can-go-in-water,Explanation,"Can Hematoid Quartz go in water safely, and how should it be cleaned without damage?",hematoid-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0200,/gemstones/hematoid-quartz/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-hematoid-quartz-sleeping-with,Explanation,"Is it sensible to sleep with Hematoid Quartz under the pillow or by the bed, and how is it done?",hematoid-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0201,/gemstones/hematoid-quartz/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-hematoid-quartz-how-to-identify,Instruction,"How do I tell real Hematoid Quartz from fakes, glass, dyed or imitation material?",hematoid-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0202,/gemstones/hematoid-quartz/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-hematoid-quartz-price-guide,Explanation,"How much does Hematoid Quartz cost, what drives its price, and how do I avoid overpaying?",hematoid-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0203,/gemstones/hematoid-quartz/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-hematoid-quartz-combinations,Evaluation,"Which crystals pair well with Hematoid Quartz, for which goals, and which pairings to avoid?",hematoid-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0204,/gemstones/hematoid-quartz/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-hematoid-quartz-affirmations,Instruction,Which affirmations suit Hematoid Quartz and how do I use them with the stone?,hematoid-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0205,/gemstones/enhydro-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-enhydro-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Enhydro Agate, and why (physical safety, tradition, astrology)?",enhydro-agate,new,P3,draft,6 Gemstone Sub-pages
P-0206,/gemstones/enhydro-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-enhydro-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Enhydro Agate without damaging it?,enhydro-agate,new,P3,draft,6 Gemstone Sub-pages
P-0207,/gemstones/enhydro-agate/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-enhydro-agate-can-go-in-water,Explanation,"Can Enhydro Agate go in water safely, and how should it be cleaned without damage?",enhydro-agate,new,P3,draft,6 Gemstone Sub-pages
P-0208,/gemstones/enhydro-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-enhydro-agate-sleeping-with,Explanation,"Is it sensible to sleep with Enhydro Agate under the pillow or by the bed, and how is it done?",enhydro-agate,new,P3,draft,6 Gemstone Sub-pages
P-0209,/gemstones/enhydro-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-enhydro-agate-how-to-identify,Instruction,"How do I tell real Enhydro Agate from fakes, glass, dyed or imitation material?",enhydro-agate,new,P3,draft,6 Gemstone Sub-pages
P-0210,/gemstones/enhydro-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-enhydro-agate-price-guide,Explanation,"How much does Enhydro Agate cost, what drives its price, and how do I avoid overpaying?",enhydro-agate,new,P3,draft,6 Gemstone Sub-pages
P-0211,/gemstones/enhydro-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-enhydro-agate-combinations,Evaluation,"Which crystals pair well with Enhydro Agate, for which goals, and which pairings to avoid?",enhydro-agate,new,P3,draft,6 Gemstone Sub-pages
P-0212,/gemstones/enhydro-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-enhydro-agate-affirmations,Instruction,Which affirmations suit Enhydro Agate and how do I use them with the stone?,enhydro-agate,new,P3,draft,6 Gemstone Sub-pages
P-0213,/gemstones/selenite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-selenite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Selenite, and why (physical safety, tradition, astrology)?",selenite,new,P3,draft,6 Gemstone Sub-pages
P-0214,/gemstones/selenite/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-selenite-how-to-cleanse,Instruction,How do I cleanse and recharge Selenite without damaging it?,selenite,new,P3,draft,6 Gemstone Sub-pages
P-0215,/gemstones/selenite/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-selenite-sleeping-with,Explanation,"Is it sensible to sleep with Selenite under the pillow or by the bed, and how is it done?",selenite,new,P3,draft,6 Gemstone Sub-pages
P-0216,/gemstones/selenite/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-selenite-meaning,Explanation,"What does Selenite mean, what is it, and what is it traditionally used for?",selenite,new,P3,draft,6 Gemstone Sub-pages
P-0217,/gemstones/selenite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-selenite-how-to-identify,Instruction,"How do I tell real Selenite from fakes, glass, dyed or imitation material?",selenite,new,P3,draft,6 Gemstone Sub-pages
P-0218,/gemstones/selenite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-selenite-price-guide,Explanation,"How much does Selenite cost, what drives its price, and how do I avoid overpaying?",selenite,new,P3,draft,6 Gemstone Sub-pages
P-0219,/gemstones/selenite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-selenite-combinations,Evaluation,"Which crystals pair well with Selenite, for which goals, and which pairings to avoid?",selenite,new,P3,draft,6 Gemstone Sub-pages
P-0220,/gemstones/selenite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-selenite-affirmations,Instruction,Which affirmations suit Selenite and how do I use them with the stone?,selenite,new,P3,draft,6 Gemstone Sub-pages
P-0221,/gemstones/crazy-lace-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-crazy-lace-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Crazy Lace Agate, and why (physical safety, tradition, astrology)?",crazy-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0222,/gemstones/crazy-lace-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-crazy-lace-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Crazy Lace Agate without damaging it?,crazy-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0223,/gemstones/crazy-lace-agate/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-crazy-lace-agate-can-go-in-water,Explanation,"Can Crazy Lace Agate go in water safely, and how should it be cleaned without damage?",crazy-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0224,/gemstones/crazy-lace-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-crazy-lace-agate-sleeping-with,Explanation,"Is it sensible to sleep with Crazy Lace Agate under the pillow or by the bed, and how is it done?",crazy-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0225,/gemstones/crazy-lace-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-crazy-lace-agate-how-to-identify,Instruction,"How do I tell real Crazy Lace Agate from fakes, glass, dyed or imitation material?",crazy-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0226,/gemstones/crazy-lace-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-crazy-lace-agate-price-guide,Explanation,"How much does Crazy Lace Agate cost, what drives its price, and how do I avoid overpaying?",crazy-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0227,/gemstones/crazy-lace-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-crazy-lace-agate-combinations,Evaluation,"Which crystals pair well with Crazy Lace Agate, for which goals, and which pairings to avoid?",crazy-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0228,/gemstones/crazy-lace-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-crazy-lace-agate-affirmations,Instruction,Which affirmations suit Crazy Lace Agate and how do I use them with the stone?,crazy-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0229,/gemstones/green-opal/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-green-opal-who-should-not-wear,Evaluation,"Who should be cautious about wearing Green Opal, and why (physical safety, tradition, astrology)?",green-opal,new,P3,draft,6 Gemstone Sub-pages
P-0230,/gemstones/green-opal/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-green-opal-how-to-cleanse,Instruction,How do I cleanse and recharge Green Opal without damaging it?,green-opal,new,P3,draft,6 Gemstone Sub-pages
P-0231,/gemstones/green-opal/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-green-opal-can-go-in-water,Explanation,"Can Green Opal go in water safely, and how should it be cleaned without damage?",green-opal,new,P3,draft,6 Gemstone Sub-pages
P-0232,/gemstones/green-opal/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-green-opal-sleeping-with,Explanation,"Is it sensible to sleep with Green Opal under the pillow or by the bed, and how is it done?",green-opal,new,P3,draft,6 Gemstone Sub-pages
P-0233,/gemstones/green-opal/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-green-opal-how-to-identify,Instruction,"How do I tell real Green Opal from fakes, glass, dyed or imitation material?",green-opal,new,P3,draft,6 Gemstone Sub-pages
P-0234,/gemstones/green-opal/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-green-opal-price-guide,Explanation,"How much does Green Opal cost, what drives its price, and how do I avoid overpaying?",green-opal,new,P3,draft,6 Gemstone Sub-pages
P-0235,/gemstones/green-opal/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-green-opal-combinations,Evaluation,"Which crystals pair well with Green Opal, for which goals, and which pairings to avoid?",green-opal,new,P3,draft,6 Gemstone Sub-pages
P-0236,/gemstones/green-opal/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-green-opal-affirmations,Instruction,Which affirmations suit Green Opal and how do I use them with the stone?,green-opal,new,P3,draft,6 Gemstone Sub-pages
P-0237,/gemstones/lepidolite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-lepidolite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Lepidolite, and why (physical safety, tradition, astrology)?",lepidolite,new,P3,draft,6 Gemstone Sub-pages
P-0238,/gemstones/lepidolite/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-lepidolite-sleeping-with,Explanation,"Is it sensible to sleep with Lepidolite under the pillow or by the bed, and how is it done?",lepidolite,new,P3,draft,6 Gemstone Sub-pages
P-0239,/gemstones/lepidolite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-lepidolite-how-to-identify,Instruction,"How do I tell real Lepidolite from fakes, glass, dyed or imitation material?",lepidolite,new,P3,draft,6 Gemstone Sub-pages
P-0240,/gemstones/lepidolite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-lepidolite-price-guide,Explanation,"How much does Lepidolite cost, what drives its price, and how do I avoid overpaying?",lepidolite,new,P3,draft,6 Gemstone Sub-pages
P-0241,/gemstones/lepidolite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-lepidolite-combinations,Evaluation,"Which crystals pair well with Lepidolite, for which goals, and which pairings to avoid?",lepidolite,new,P3,draft,6 Gemstone Sub-pages
P-0242,/gemstones/lepidolite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-lepidolite-affirmations,Instruction,Which affirmations suit Lepidolite and how do I use them with the stone?,lepidolite,new,P3,draft,6 Gemstone Sub-pages
P-0243,/gemstones/howlite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-howlite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Howlite, and why (physical safety, tradition, astrology)?",howlite,new,P3,draft,6 Gemstone Sub-pages
P-0244,/gemstones/howlite/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-howlite-sleeping-with,Explanation,"Is it sensible to sleep with Howlite under the pillow or by the bed, and how is it done?",howlite,new,P3,draft,6 Gemstone Sub-pages
P-0245,/gemstones/howlite/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-howlite-meaning,Explanation,"What does Howlite mean, what is it, and what is it traditionally used for?",howlite,new,P3,draft,6 Gemstone Sub-pages
P-0246,/gemstones/howlite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-howlite-how-to-identify,Instruction,"How do I tell real Howlite from fakes, glass, dyed or imitation material?",howlite,new,P3,draft,6 Gemstone Sub-pages
P-0247,/gemstones/howlite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-howlite-price-guide,Explanation,"How much does Howlite cost, what drives its price, and how do I avoid overpaying?",howlite,new,P3,draft,6 Gemstone Sub-pages
P-0248,/gemstones/howlite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-howlite-combinations,Evaluation,"Which crystals pair well with Howlite, for which goals, and which pairings to avoid?",howlite,new,P3,draft,6 Gemstone Sub-pages
P-0249,/gemstones/howlite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-howlite-affirmations,Instruction,Which affirmations suit Howlite and how do I use them with the stone?,howlite,new,P3,draft,6 Gemstone Sub-pages
P-0250,/gemstones/amazonite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-amazonite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Amazonite, and why (physical safety, tradition, astrology)?",amazonite,new,P3,draft,6 Gemstone Sub-pages
P-0251,/gemstones/amazonite/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-amazonite-how-to-cleanse,Instruction,How do I cleanse and recharge Amazonite without damaging it?,amazonite,new,P3,draft,6 Gemstone Sub-pages
P-0252,/gemstones/amazonite/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-amazonite-sleeping-with,Explanation,"Is it sensible to sleep with Amazonite under the pillow or by the bed, and how is it done?",amazonite,new,P3,draft,6 Gemstone Sub-pages
P-0253,/gemstones/amazonite/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-amazonite-meaning,Explanation,"What does Amazonite mean, what is it, and what is it traditionally used for?",amazonite,new,P3,draft,6 Gemstone Sub-pages
P-0254,/gemstones/amazonite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-amazonite-how-to-identify,Instruction,"How do I tell real Amazonite from fakes, glass, dyed or imitation material?",amazonite,new,P3,draft,6 Gemstone Sub-pages
P-0255,/gemstones/amazonite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-amazonite-price-guide,Explanation,"How much does Amazonite cost, what drives its price, and how do I avoid overpaying?",amazonite,new,P3,draft,6 Gemstone Sub-pages
P-0256,/gemstones/amazonite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-amazonite-combinations,Evaluation,"Which crystals pair well with Amazonite, for which goals, and which pairings to avoid?",amazonite,new,P3,draft,6 Gemstone Sub-pages
P-0257,/gemstones/amazonite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-amazonite-affirmations,Instruction,Which affirmations suit Amazonite and how do I use them with the stone?,amazonite,new,P3,draft,6 Gemstone Sub-pages
P-0258,/gemstones/diamond/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-diamond-who-should-not-wear,Evaluation,"Who should be cautious about wearing Diamond, and why (physical safety, tradition, astrology)?",diamond,new,P3,draft,6 Gemstone Sub-pages
P-0259,/gemstones/diamond/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-diamond-how-to-cleanse,Instruction,How do I cleanse and recharge Diamond without damaging it?,diamond,new,P3,draft,6 Gemstone Sub-pages
P-0260,/gemstones/diamond/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-diamond-can-go-in-water,Explanation,"Can Diamond go in water safely, and how should it be cleaned without damage?",diamond,new,P3,draft,6 Gemstone Sub-pages
P-0261,/gemstones/diamond/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-diamond-sleeping-with,Explanation,"Is it sensible to sleep with Diamond under the pillow or by the bed, and how is it done?",diamond,new,P3,draft,6 Gemstone Sub-pages
P-0262,/gemstones/diamond/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-diamond-meaning,Explanation,"What does Diamond mean, what is it, and what is it traditionally used for?",diamond,new,P3,draft,6 Gemstone Sub-pages
P-0263,/gemstones/diamond/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-diamond-price-guide,Explanation,"How much does Diamond cost, what drives its price, and how do I avoid overpaying?",diamond,new,P3,draft,6 Gemstone Sub-pages
P-0264,/gemstones/diamond/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-diamond-combinations,Evaluation,"Which crystals pair well with Diamond, for which goals, and which pairings to avoid?",diamond,new,P3,draft,6 Gemstone Sub-pages
P-0265,/gemstones/diamond/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-diamond-affirmations,Instruction,Which affirmations suit Diamond and how do I use them with the stone?,diamond,new,P3,draft,6 Gemstone Sub-pages
P-0266,/gemstones/fluorite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-fluorite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Fluorite, and why (physical safety, tradition, astrology)?",fluorite,new,P3,draft,6 Gemstone Sub-pages
P-0267,/gemstones/fluorite/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-fluorite-how-to-cleanse,Instruction,How do I cleanse and recharge Fluorite without damaging it?,fluorite,new,P3,draft,6 Gemstone Sub-pages
P-0268,/gemstones/fluorite/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-fluorite-sleeping-with,Explanation,"Is it sensible to sleep with Fluorite under the pillow or by the bed, and how is it done?",fluorite,new,P3,draft,6 Gemstone Sub-pages
P-0269,/gemstones/fluorite/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-fluorite-meaning,Explanation,"What does Fluorite mean, what is it, and what is it traditionally used for?",fluorite,new,P3,draft,6 Gemstone Sub-pages
P-0270,/gemstones/fluorite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-fluorite-how-to-identify,Instruction,"How do I tell real Fluorite from fakes, glass, dyed or imitation material?",fluorite,new,P3,draft,6 Gemstone Sub-pages
P-0271,/gemstones/fluorite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-fluorite-price-guide,Explanation,"How much does Fluorite cost, what drives its price, and how do I avoid overpaying?",fluorite,new,P3,draft,6 Gemstone Sub-pages
P-0272,/gemstones/fluorite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-fluorite-combinations,Evaluation,"Which crystals pair well with Fluorite, for which goals, and which pairings to avoid?",fluorite,new,P3,draft,6 Gemstone Sub-pages
P-0273,/gemstones/fluorite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-fluorite-affirmations,Instruction,Which affirmations suit Fluorite and how do I use them with the stone?,fluorite,new,P3,draft,6 Gemstone Sub-pages
P-0274,/gemstones/blue-tigers-eye/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-blue-tigers-eye-who-should-not-wear,Evaluation,"Who should be cautious about wearing Blue Tiger's Eye, and why (physical safety, tradition, astrology)?",blue-tigers-eye,new,P3,draft,6 Gemstone Sub-pages
P-0275,/gemstones/blue-tigers-eye/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-blue-tigers-eye-how-to-cleanse,Instruction,How do I cleanse and recharge Blue Tiger's Eye without damaging it?,blue-tigers-eye,new,P3,draft,6 Gemstone Sub-pages
P-0276,/gemstones/blue-tigers-eye/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-blue-tigers-eye-can-go-in-water,Explanation,"Can Blue Tiger's Eye go in water safely, and how should it be cleaned without damage?",blue-tigers-eye,new,P3,draft,6 Gemstone Sub-pages
P-0277,/gemstones/blue-tigers-eye/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-blue-tigers-eye-sleeping-with,Explanation,"Is it sensible to sleep with Blue Tiger's Eye under the pillow or by the bed, and how is it done?",blue-tigers-eye,new,P3,draft,6 Gemstone Sub-pages
P-0278,/gemstones/blue-tigers-eye/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-blue-tigers-eye-how-to-identify,Instruction,"How do I tell real Blue Tiger's Eye from fakes, glass, dyed or imitation material?",blue-tigers-eye,new,P3,draft,6 Gemstone Sub-pages
P-0279,/gemstones/blue-tigers-eye/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-blue-tigers-eye-price-guide,Explanation,"How much does Blue Tiger's Eye cost, what drives its price, and how do I avoid overpaying?",blue-tigers-eye,new,P3,draft,6 Gemstone Sub-pages
P-0280,/gemstones/blue-tigers-eye/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-blue-tigers-eye-combinations,Evaluation,"Which crystals pair well with Blue Tiger's Eye, for which goals, and which pairings to avoid?",blue-tigers-eye,new,P3,draft,6 Gemstone Sub-pages
P-0281,/gemstones/blue-tigers-eye/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-blue-tigers-eye-affirmations,Instruction,Which affirmations suit Blue Tiger's Eye and how do I use them with the stone?,blue-tigers-eye,new,P3,draft,6 Gemstone Sub-pages
P-0282,/gemstones/blue-lace-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-blue-lace-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Blue Lace Agate, and why (physical safety, tradition, astrology)?",blue-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0283,/gemstones/blue-lace-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-blue-lace-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Blue Lace Agate without damaging it?,blue-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0284,/gemstones/blue-lace-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-blue-lace-agate-sleeping-with,Explanation,"Is it sensible to sleep with Blue Lace Agate under the pillow or by the bed, and how is it done?",blue-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0285,/gemstones/blue-lace-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-blue-lace-agate-how-to-identify,Instruction,"How do I tell real Blue Lace Agate from fakes, glass, dyed or imitation material?",blue-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0286,/gemstones/blue-lace-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-blue-lace-agate-price-guide,Explanation,"How much does Blue Lace Agate cost, what drives its price, and how do I avoid overpaying?",blue-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0287,/gemstones/blue-lace-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-blue-lace-agate-combinations,Evaluation,"Which crystals pair well with Blue Lace Agate, for which goals, and which pairings to avoid?",blue-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0288,/gemstones/blue-lace-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-blue-lace-agate-affirmations,Instruction,Which affirmations suit Blue Lace Agate and how do I use them with the stone?,blue-lace-agate,new,P3,draft,6 Gemstone Sub-pages
P-0289,/gemstones/pink-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-pink-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Pink Agate, and why (physical safety, tradition, astrology)?",pink-agate,new,P3,draft,6 Gemstone Sub-pages
P-0290,/gemstones/pink-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-pink-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Pink Agate without damaging it?,pink-agate,new,P3,draft,6 Gemstone Sub-pages
P-0291,/gemstones/pink-agate/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-pink-agate-can-go-in-water,Explanation,"Can Pink Agate go in water safely, and how should it be cleaned without damage?",pink-agate,new,P3,draft,6 Gemstone Sub-pages
